X,Y,Z
4.76124999595000986,51.5037499953600104,96.853851318359375
4.76958332924999695,51.5037499953600104,147.971405029296875
4.77791666255001246,51.5037499953600104,234.6019287109375
4.78624999584999955,51.5037499953600104,117.657371520996094
4.79458332914998664,51.5037499953600104,162.783004760742188
4.74458332935000726,51.4954166620600091,1283.024658203125
4.75291666264999435,51.4954166620600091,283.659942626953125
4.76124999595000986,51.4954166620600091,210.004562377929688
4.76958332924999695,51.4954166620600091,202.49676513671875
4.77791666255001246,51.4954166620600091,140.112396240234375
4.78624999584999955,51.4954166620600091,59.5965576171875
4.79458332914998664,51.4954166620600091,46.72637939453125
4.80291666245000215,51.4954166620600091,32.6335067749023438
4.81124999574998924,51.4954166620600091,25.3433189392089844
4.51124999694999929,51.4870833287600078,34.577117919921875
4.51958333024998637,51.4870833287600078,33.8276176452636719
4.52791666355000189,51.4870833287600078,41.1164016723632812
4.53624999684998897,51.4870833287600078,62.3905868530273438
4.73624999604999175,51.4870833287600078,601.89990234375
4.74458332935000726,51.4870833287600078,294.7935791015625
4.75291666264999435,51.4870833287600078,112.325798034667969
4.76124999595000986,51.4870833287600078,114.201690673828125
4.76958332924999695,51.4870833287600078,115.396781921386719
4.77791666255001246,51.4870833287600078,101.576759338378906
4.78624999584999955,51.4870833287600078,94.7809371948242188
4.79458332914998664,51.4870833287600078,135.847747802734375
4.80291666245000215,51.4870833287600078,57.6530914306640625
4.81124999574998924,51.4870833287600078,36.5249290466308594
4.81958332905000475,51.4870833287600078,53.2335052490234375
4.82791666234999184,51.4870833287600078,44.5749244689941406
5.03624999485001013,51.4870833287600078,85.057403564453125
4.4529166638500044,51.4787499954600136,194.016006469726562
4.46124999714999149,51.4787499954600136,408.6226806640625
4.469583330450007,51.4787499954600136,291.12677001953125
4.47791666374999409,51.4787499954600136,242.178314208984375
4.4862499970500096,51.4787499954600136,117.654098510742188
4.49458333034999669,51.4787499954600136,100.904708862304688
4.5029166636500122,51.4787499954600136,88.21527099609375
4.51124999694999929,51.4787499954600136,83.9402999877929688
4.51958333024998637,51.4787499954600136,78.1184844970703125
4.52791666355000189,51.4787499954600136,47.382293701171875
4.53624999684998897,51.4787499954600136,72.1328048706054688
4.54458333015000449,51.4787499954600136,72.803497314453125
4.72791666275000466,51.4787499954600136,1165.16748046875
4.73624999604999175,51.4787499954600136,312.277374267578125
4.74458332935000726,51.4787499954600136,92.6279373168945312
4.75291666264999435,51.4787499954600136,62.1058387756347656
4.76124999595000986,51.4787499954600136,63.6013641357421875
4.76958332924999695,51.4787499954600136,72.3881988525390625
4.77791666255001246,51.4787499954600136,63.38134765625
4.78624999584999955,51.4787499954600136,99.4899139404296875
4.79458332914998664,51.4787499954600136,240.716033935546875
4.80291666245000215,51.4787499954600136,200.156402587890625
4.81124999574998924,51.4787499954600136,148.201385498046875
4.81958332905000475,51.4787499954600136,98.6151199340820312
4.82791666234999184,51.4787499954600136,78.1351699829101562
4.83624999565000735,51.4787499954600136,53.1022262573242188
5.02791666154999461,51.4787499954600136,90.1107635498046875
5.03624999485001013,51.4787499954600136,36.5472793579101562
5.04458332814999721,51.4787499954600136,73.965850830078125
4.42791666395001471,51.4704166621600123,58.6211051940917969
4.4362499972500018,51.4704166621600123,62.9137725830078125
4.44458333054998889,51.4704166621600123,172.739349365234375
4.4529166638500044,51.4704166621600123,402.552520751953125
4.46124999714999149,51.4704166621600123,711.8099365234375
4.469583330450007,51.4704166621600123,936.96221923828125
4.47791666374999409,51.4704166621600123,588.2921142578125
4.4862499970500096,51.4704166621600123,211.314651489257812
4.49458333034999669,51.4704166621600123,355.633392333984375
4.5029166636500122,51.4704166621600123,443.678955078125
4.51124999694999929,51.4704166621600123,157.490432739257812
4.51958333024998637,51.4704166621600123,87.2056350708007812
4.52791666355000189,51.4704166621600123,58.0943756103515625
4.53624999684998897,51.4704166621600123,57.6535453796386719
4.54458333015000449,51.4704166621600123,59.1641578674316406
4.71958332944998915,51.4704166621600123,312.14697265625
4.72791666275000466,51.4704166621600123,406.94598388671875
4.73624999604999175,51.4704166621600123,149.030166625976562
4.74458332935000726,51.4704166621600123,73.0149765014648438
4.75291666264999435,51.4704166621600123,71.4356918334960938
4.76124999595000986,51.4704166621600123,92.4958419799804688
4.76958332924999695,51.4704166621600123,52.4907913208007812
4.77791666255001246,51.4704166621600123,54.8902702331542969
4.78624999584999955,51.4704166621600123,102.728721618652344
4.79458332914998664,51.4704166621600123,299.86865234375
4.80291666245000215,51.4704166621600123,440.47918701171875
4.81124999574998924,51.4704166621600123,162.894119262695312
4.81958332905000475,51.4704166621600123,95.210357666015625
4.82791666234999184,51.4704166621600123,73.636688232421875
4.83624999565000735,51.4704166621600123,50.3050689697265625
5.01958332825000753,51.4704166621600123,112.757392883300781
5.02791666154999461,51.4704166621600123,102.913749694824219
5.03624999485001013,51.4704166621600123,107.402351379394531
5.04458332814999721,51.4704166621600123,216.749954223632812
5.05291666145001273,51.4704166621600123,116.924461364746094
5.06124999474999981,51.4704166621600123,40.3987846374511719
5.0695833280499869,51.4704166621600123,33.2140235900878906
5.07791666135000241,51.4704166621600123,28.2215290069580078
4.41124999735001211,51.462083328860011,50.9844017028808594
4.4195833306499992,51.462083328860011,66.5472183227539062
4.42791666395001471,51.462083328860011,69.0664291381835938
4.4362499972500018,51.462083328860011,161.444015502929688
