,hospital_id,mug_id,campus_id,name_hospital,name_campus,address_campus,postal_code,municipality,region,province,Full_Address,Lat,Lon,DT_6
0,9,102000,6230,ZIEKENHUISNETWERK ANTWERPEN (ZNA),ZNA CADIX,KEMPENSTRAAT 100,2030,ANTWERPEN,V,Antwerpen,"KEMPENSTRAAT 100,Antwerpen,Belgium",51.2313796,4.415252,"[(51.228046, 4.358053), (51.22839, 4.358311), (51.228561, 4.358826), (51.228561, 4.360199), (51.228733, 4.360714), (51.229076, 4.361057), (51.229248, 4.361572), (51.229248, 4.362259), (51.229076, 4.362774), (51.228733, 4.363117), (51.228561, 4.363632), (51.228561, 4.374619), (51.228733, 4.375134), (51.229763, 4.375477), (51.230106, 4.376507), (51.231136, 4.377537), (51.231308, 4.378052), (51.231308, 4.378738), (51.231136, 4.379253), (51.230106, 4.380283), (51.229763, 4.381313), (51.228733, 4.382343), (51.228561, 4.382858), (51.228561, 4.383545), (51.228733, 4.38406), (51.22942, 4.384747), (51.229935, 4.384918), (51.230621, 4.384918), (51.231136, 4.38509), (51.231308, 4.385605), (51.231308, 4.387665), (51.231136, 4.38818), (51.230621, 4.388351), (51.229935, 4.388351), (51.22942, 4.388523), (51.229248, 4.389038), (51.229248, 4.389725), (51.229076, 4.39024), (51.228733, 4.390583), (51.228733, 4.390926), (51.229076, 4.39127), (51.229248, 4.391785), (51.229076, 4.3923), (51.228733, 4.392643), (51.228561, 4.393158), (51.228561, 4.396591), (51.22839, 4.397106), (51.228046, 4.397449), (51.227875, 4.397964), (51.227875, 4.399338), (51.228046, 4.399853), (51.228733, 4.400539), (51.229248, 4.400711), (51.229935, 4.400711), (51.23045, 4.400539), (51.230793, 4.400196), (51.231308, 4.400024), (51.234741, 4.400024), (51.235256, 4.400196), (51.2356, 4.401226), (51.236629, 4.401569), (51.236973, 4.401913), (51.237488, 4.402084), (51.238174, 4.402084), (51.238689, 4.401913), (51.239033, 4.401569), (51.239548, 4.401398), (51.240234, 4.401398), (51.240749, 4.401569), (51.241093, 4.402599), (51.241436, 4.402943), (51.241779, 4.403973), (51.242123, 4.404316), (51.242294, 4.404831), (51.242294, 4.406891), (51.242466, 4.407406), (51.242809, 4.407406), (51.243153, 4.407063), (51.243668, 4.406891), (51.244354, 4.406891), (51.244869, 4.407063), (51.246243, 4.408436), (51.246414, 4.408951), (51.246414, 4.411697), (51.246586, 4.412212), (51.248646, 4.414272), (51.248989, 4.414272), (51.249332, 4.413929), (51.250362, 4.413586), (51.250706, 4.413242), (51.251221, 4.413071), (51.251907, 4.413071), (51.252422, 4.413242), (51.254482, 4.415302), (51.254654, 4.415817), (51.254654, 4.417877), (51.254826, 4.418392), (51.255341, 4.418564), (51.258774, 4.418564), (51.259289, 4.418392), (51.259632, 4.417362), (51.260147, 4.417191), (51.26152, 4.417191), (51.262035, 4.417019), (51.262379, 4.416676), (51.262894, 4.416504), (51.263409, 4.416676), (51.26358, 4.417191), (51.26358, 4.41925), (51.263409, 4.419765), (51.262722, 4.420452), (51.261692, 4.420795), (51.26152, 4.42131), (51.26152, 4.422684), (51.261349, 4.423199), (51.260834, 4.42337), (51.260319, 4.423199), (51.259289, 4.422169), (51.258774, 4.421997), (51.258087, 4.421997), (51.257572, 4.422169), (51.257229, 4.423199), (51.256886, 4.423542), (51.256542, 4.424572), (51.256199, 4.424915), (51.255856, 4.425945), (51.255169, 4.426632), (51.254654, 4.426804), (51.254139, 4.426632), (51.253452, 4.425945), (51.253109, 4.424915), (51.252594, 4.424744), (51.250534, 4.424744), (51.250019, 4.424915), (51.249676, 4.425259), (51.249161, 4.42543), (51.246414, 4.42543), (51.245899, 4.425602), (51.245728, 4.426117), (51.245728, 4.428177), (51.245899, 4.428692), (51.247272, 4.430065), (51.248302, 4.430408), (51.248989, 4.431095), (51.249161, 4.43161), (51.249161, 4.432983), (51.248989, 4.433498), (51.248646, 4.433842), (51.248302, 4.434872), (51.247787, 4.435043), (51.247101, 4.435043), (51.246586, 4.434872), (51.246414, 4.434357), (51.246414, 4.43367), (51.246243, 4.433155), (51.245728, 4.432983), (51.245041, 4.432983), (51.244526, 4.432812), (51.244183, 4.432468), (51.243839, 4.432468), (51.243153, 4.433155), (51.242981, 4.43367), (51.242981, 4.434357), (51.242809, 4.434872), (51.242466, 4.435215), (51.242123, 4.436245), (51.241779, 4.436588), (51.241436, 4.437618), (51.241093, 4.437962), (51.240749, 4.438992), (51.240234, 4.439163), (51.239548, 4.439163), (51.239033, 4.438992), (51.238861, 4.438477), (51.238861, 4.435043), (51.239033, 4.434528), (51.239376, 4.434185), (51.239548, 4.43367), (51.239548, 4.432297), (51.239719, 4.431782), (51.240749, 4.431438), (51.240921, 4.430923), (51.240921, 4.42955), (51.241093, 4.429035), (51.242123, 4.428692), (51.242809, 4.428005), (51.242809, 4.427662), (51.242294, 4.42749), (51.240234, 4.42749), (51.239719, 4.427662), (51.238346, 4.429035), (51.238003, 4.430065), (51.237659, 4.430408), (51.237488, 4.430923), (51.237488, 4.43161), (51.237316, 4.432125), (51.236973, 4.432468), (51.236629, 4.433498), (51.236286, 4.433842), (51.235943, 4.434872), (51.2356, 4.435215), (51.235256, 4.436245), (51.23354, 4.437962), (51.233196, 4.438992), (51.23148, 4.440708), (51.231308, 4.441223), (51.231308, 4.44603), (51.231136, 4.446545), (51.23045, 4.447231), (51.229935, 4.447403), (51.22942, 4.447231), (51.229076, 4.446201), (51.22839, 4.445515), (51.228046, 4.445515), (51.227703, 4.446545), (51.22736, 4.446888), (51.227016, 4.447918), (51.224957, 4.449978), (51.224442, 4.45015), (51.223068, 4.45015), (51.222553, 4.450321), (51.22221, 4.450665), (51.221695, 4.450836), (51.220322, 4.450836), (51.219807, 4.450665), (51.219635, 4.45015), (51.219635, 4.448776), (51.219807, 4.448261), (51.220837, 4.447918), (51.221523, 4.447231), (51.221867, 4.446201), (51.223583, 4.444485), (51.223927, 4.443455), (51.22427, 4.443111), (51.224613, 4.442081), (51.225643, 4.441051), (51.225815, 4.440536), (51.225815, 4.439163), (51.225643, 4.438648), (51.225128, 4.438477), (51.224442, 4.438477), (51.223927, 4.438305), (51.22324, 4.437618), (51.223068, 4.437103), (51.223068, 4.436417), (51.22324, 4.435902), (51.22427, 4.434872), (51.224442, 4.434357), (51.224442, 4.43367), (51.22427, 4.433155), (51.223755, 4.432983), (51.22324, 4.433155), (51.22221, 4.434185), (51.221695, 4.434357), (51.22118, 4.434185), (51.220493, 4.433498), (51.220322, 4.432983), (51.220322, 4.42955), (51.22015, 4.429035), (51.219807, 4.429035), (51.218777, 4.430065), (51.217747, 4.430408), (51.217403, 4.430752), (51.21706, 4.430752), (51.216373, 4.430065), (51.216202, 4.42955), (51.216202, 4.428177), (51.21603, 4.427662), (51.215, 4.427319), (51.214314, 4.426632), (51.214142, 4.426117), (51.214142, 4.42543), (51.214314, 4.424915), (51.215, 4.424229), (51.21603, 4.423885), (51.217403, 4.422512), (51.217575, 4.421997), (51.217575, 4.42131), (51.217747, 4.420795), (51.21809, 4.420452), (51.218262, 4.419937), (51.21809, 4.419422), (51.217575, 4.41925), (51.216888, 4.41925), (51.216373, 4.419079), (51.21603, 4.418049), (51.215687, 4.418049), (51.215343, 4.419079), (51.214828, 4.41925), (51.214142, 4.41925), (51.213627, 4.419079), (51.213284, 4.418736), (51.21294, 4.418736), (51.212597, 4.419765), (51.212254, 4.420109), (51.21191, 4.421139), (51.211395, 4.42131), (51.210022, 4.42131), (51.209507, 4.421139), (51.209164, 4.420795), (51.208134, 4.420452), (51.207447, 4.419765), (51.207275, 4.41925), (51.207275, 4.417877), (51.207447, 4.417362), (51.208477, 4.417019), (51.209164, 4.416332), (51.209335, 4.415817), (51.209335, 4.415131), (51.209164, 4.414616), (51.20882, 4.414272), (51.208477, 4.413242), (51.208134, 4.412899), (51.207962, 4.412384), (51.208134, 4.411869), (51.208305, 4.411526), (51.207962, 4.411182), (51.207447, 4.411182), (51.207104, 4.411526), (51.206589, 4.411697), (51.206074, 4.411526), (51.205387, 4.410839), (51.205215, 4.410324), (51.205215, 4.408951), (51.205387, 4.408436), (51.205902, 4.408264), (51.206589, 4.408264), (51.207104, 4.408092), (51.20779, 4.407406), (51.207962, 4.406891), (51.207962, 4.406204), (51.20779, 4.405689), (51.207447, 4.405346), (51.207275, 4.404831), (51.207275, 4.400711), (51.207104, 4.400196), (51.20676, 4.399853), (51.206589, 4.399338), (51.206589, 4.397964), (51.20676, 4.397449), (51.207275, 4.397278), (51.207962, 4.397278), (51.208477, 4.397449), (51.20882, 4.398479), (51.209164, 4.398823), (51.209335, 4.399338), (51.209335, 4.400024), (51.209507, 4.400539), (51.210022, 4.400711), (51.210709, 4.400711), (51.211224, 4.400883), (51.211395, 4.401398), (51.211395, 4.402084), (51.211224, 4.402599), (51.21088, 4.402943), (51.21088, 4.403286), (51.211395, 4.403458), (51.212082, 4.403458), (51.212597, 4.403629), (51.212769, 4.404144), (51.212769, 4.404831), (51.21294, 4.405346), (51.213455, 4.405518), (51.214828, 4.405518), (51.215343, 4.405346), (51.215687, 4.404316), (51.216202, 4.404144), (51.216888, 4.404144), (51.217403, 4.403973), (51.217403, 4.403629), (51.21706, 4.403286), (51.21706, 4.402943), (51.217403, 4.402599), (51.217747, 4.401569), (51.218262, 4.401398), (51.218777, 4.401569), (51.21912, 4.401913), (51.219463, 4.401913), (51.220493, 4.400883), (51.221523, 4.400539), (51.22221, 4.399853), (51.22221, 4.399509), (51.22118, 4.399166), (51.22015, 4.398136), (51.219807, 4.398136), (51.219463, 4.398479), (51.218948, 4.398651), (51.218262, 4.398651), (51.217747, 4.398479), (51.217575, 4.397964), (51.217575, 4.396591), (51.217403, 4.396076), (51.216373, 4.395733), (51.215343, 4.394703), (51.214314, 4.39436), (51.212254, 4.3923), (51.212082, 4.391785), (51.212082, 4.389725), (51.212254, 4.38921), (51.212769, 4.389038), (51.213455, 4.389038), (51.21397, 4.38921), (51.215, 4.39024), (51.21603, 4.390583), (51.216373, 4.391613), (51.217747, 4.392986), (51.218262, 4.393158), (51.219635, 4.393158), (51.22015, 4.39333), (51.220493, 4.39436), (51.22118, 4.395046), (51.22221, 4.39539), (51.223927, 4.397106), (51.224957, 4.397449), (51.2253, 4.397793), (51.225643, 4.397793), (51.225815, 4.397278), (51.225815, 4.392471), (51.225643, 4.391956), (51.2253, 4.391613), (51.225128, 4.391098), (51.2253, 4.390583), (51.225643, 4.39024), (51.225815, 4.389725), (51.225815, 4.388351), (51.225643, 4.387836), (51.225128, 4.387665), (51.224442, 4.387665), (51.223927, 4.387493), (51.223583, 4.386463), (51.22324, 4.38612), (51.22324, 4.385777), (51.223583, 4.385433), (51.223927, 4.384403), (51.224442, 4.384232), (51.225128, 4.384232), (51.225643, 4.38406), (51.225815, 4.383545), (51.225815, 4.381485), (51.225986, 4.38097), (51.22633, 4.380627), (51.226501, 4.380112), (51.22633, 4.379597), (51.225986, 4.379597), (51.225643, 4.37994), (51.225128, 4.380112), (51.224613, 4.37994), (51.22427, 4.379597), (51.223927, 4.379597), (51.223583, 4.37994), (51.22324, 4.37994), (51.222897, 4.379597), (51.222382, 4.379425), (51.221008, 4.379425), (51.220493, 4.379253), (51.219807, 4.378567), (51.219635, 4.378052), (51.219635, 4.377365), (51.219807, 4.37685), (51.220322, 4.376678), (51.224442, 4.376678), (51.224957, 4.376507), (51.2253, 4.375477), (51.22633, 4.374447), (51.226501, 4.373932), (51.226501, 4.358826), (51.226673, 4.358311), (51.22736, 4.357624), (51.227703, 4.357538), (51.228046, 4.358053)]"
1,99,102000,2020,GZA- ZIEKENHUIZEN,SINT-VINCENTIUS,ST.-VINCENTIUSSTRAAT 20,2018,ANTWERPEN,V,Antwerpen,"ST.-VINCENTIUSSTRAAT 20,Antwerpen,Belgium",51.2060094,4.4126797,"[(51.200409, 4.378138), (51.200409, 4.380112), (51.200581, 4.380798), (51.200924, 4.381142), (51.201267, 4.38097), (51.201782, 4.380798), (51.202297, 4.38097), (51.202984, 4.381657), (51.203327, 4.382687), (51.203671, 4.38303), (51.204014, 4.38406), (51.204357, 4.384403), (51.2047, 4.385433), (51.205044, 4.385777), (51.205387, 4.386806), (51.20573, 4.38715), (51.205902, 4.387665), (51.205902, 4.389038), (51.206074, 4.389553), (51.206589, 4.389725), (51.207275, 4.389725), (51.20779, 4.389896), (51.208477, 4.390583), (51.20882, 4.391613), (51.20985, 4.391956), (51.210194, 4.3923), (51.211224, 4.392643), (51.211395, 4.393158), (51.211395, 4.393845), (51.211567, 4.39436), (51.212597, 4.394703), (51.213284, 4.39539), (51.213627, 4.39642), (51.21397, 4.396763), (51.214142, 4.397278), (51.214142, 4.397964), (51.21397, 4.398479), (51.21294, 4.399509), (51.212769, 4.400024), (51.21294, 4.400539), (51.213284, 4.400539), (51.215, 4.398823), (51.215515, 4.398651), (51.21603, 4.398823), (51.216373, 4.399166), (51.216717, 4.399166), (51.21706, 4.398823), (51.217575, 4.398651), (51.21809, 4.398823), (51.219463, 4.400196), (51.219635, 4.400711), (51.219635, 4.402084), (51.219807, 4.402599), (51.220837, 4.402943), (51.221008, 4.403458), (51.221008, 4.406204), (51.220837, 4.406719), (51.220322, 4.406891), (51.219635, 4.406891), (51.21912, 4.407063), (51.218948, 4.407578), (51.218948, 4.408264), (51.21912, 4.408779), (51.22015, 4.409122), (51.220837, 4.409809), (51.221008, 4.410324), (51.220837, 4.410839), (51.22015, 4.411526), (51.21912, 4.411869), (51.218948, 4.412384), (51.21912, 4.412899), (51.219807, 4.413586), (51.220837, 4.413929), (51.22118, 4.414272), (51.221695, 4.414444), (51.223068, 4.414444), (51.223583, 4.414272), (51.223927, 4.413929), (51.224442, 4.413757), (51.225815, 4.413757), (51.22633, 4.413929), (51.226501, 4.414444), (51.226501, 4.415817), (51.22633, 4.416332), (51.225643, 4.417019), (51.224613, 4.417362), (51.224442, 4.417877), (51.224442, 4.418564), (51.22427, 4.419079), (51.223755, 4.41925), (51.223068, 4.41925), (51.222553, 4.419422), (51.222382, 4.419937), (51.222382, 4.420624), (51.22221, 4.421139), (51.221695, 4.42131), (51.221008, 4.42131), (51.220493, 4.421482), (51.219463, 4.422512), (51.218948, 4.422684), (51.218433, 4.422512), (51.218262, 4.421997), (51.218262, 4.419937), (51.21809, 4.419422), (51.217747, 4.419422), (51.217403, 4.420452), (51.21603, 4.421825), (51.215515, 4.421997), (51.214828, 4.421997), (51.214314, 4.422169), (51.214142, 4.422684), (51.214314, 4.423199), (51.215, 4.423885), (51.21603, 4.424229), (51.217747, 4.425945), (51.218777, 4.426289), (51.218948, 4.426804), (51.218948, 4.428177), (51.218777, 4.428692), (51.218262, 4.428864), (51.217575, 4.428864), (51.21706, 4.429035), (51.216717, 4.429379), (51.216202, 4.42955), (51.215515, 4.42955), (51.215, 4.429722), (51.214657, 4.430752), (51.213627, 4.431782), (51.213455, 4.432297), (51.213455, 4.434357), (51.213284, 4.434872), (51.212254, 4.435215), (51.21191, 4.436245), (51.211224, 4.436932), (51.210194, 4.437275), (51.210022, 4.43779), (51.210022, 4.438477), (51.20985, 4.438992), (51.209507, 4.439335), (51.209507, 4.439678), (51.20985, 4.440022), (51.210194, 4.441051), (51.210537, 4.441395), (51.210709, 4.44191), (51.210537, 4.442425), (51.209507, 4.443455), (51.209335, 4.44397), (51.209335, 4.445343), (51.209164, 4.445858), (51.208649, 4.44603), (51.207962, 4.44603), (51.207447, 4.445858), (51.20676, 4.445171), (51.206589, 4.444656), (51.20676, 4.444141), (51.207104, 4.443798), (51.207275, 4.443283), (51.207104, 4.442768), (51.206417, 4.442081), (51.205387, 4.441738), (51.205044, 4.440708), (51.204014, 4.439678), (51.203671, 4.438648), (51.202641, 4.438305), (51.202297, 4.437962), (51.201954, 4.437962), (51.200924, 4.438992), (51.200409, 4.439163), (51.199894, 4.438992), (51.199722, 4.438477), (51.199722, 4.43573), (51.199551, 4.435215), (51.198177, 4.433842), (51.197834, 4.433842), (51.195087, 4.436588), (51.194744, 4.437618), (51.193371, 4.438992), (51.192856, 4.439163), (51.192341, 4.438992), (51.191654, 4.438305), (51.191483, 4.43779), (51.191483, 4.437103), (51.191654, 4.436588), (51.192684, 4.435558), (51.193027, 4.434528), (51.195431, 4.432125), (51.195602, 4.43161), (51.195431, 4.431095), (51.194401, 4.430065), (51.194057, 4.429035), (51.193714, 4.428692), (51.193542, 4.428177), (51.193542, 4.42749), (51.193371, 4.426975), (51.193027, 4.426975), (51.192684, 4.427319), (51.192169, 4.42749), (51.191483, 4.42749), (51.190968, 4.427319), (51.190624, 4.426975), (51.190281, 4.426975), (51.188564, 4.428692), (51.188049, 4.428864), (51.187534, 4.428692), (51.186848, 4.428005), (51.186676, 4.42749), (51.186676, 4.426804), (51.186848, 4.426289), (51.187878, 4.425259), (51.187878, 4.424915), (51.187534, 4.424572), (51.187363, 4.424057), (51.187363, 4.422684), (51.187534, 4.422169), (51.188908, 4.420795), (51.189423, 4.420624), (51.190109, 4.420624), (51.190624, 4.420452), (51.190796, 4.419937), (51.190796, 4.415817), (51.190624, 4.415302), (51.190281, 4.415302), (51.189938, 4.415646), (51.188908, 4.415989), (51.188564, 4.416332), (51.188049, 4.416504), (51.187363, 4.416504), (51.186848, 4.416676), (51.186504, 4.417019), (51.185474, 4.417362), (51.185131, 4.417706), (51.184101, 4.418049), (51.183758, 4.418392), (51.182728, 4.418736), (51.182384, 4.419079), (51.18187, 4.41925), (51.178436, 4.41925), (51.177921, 4.419079), (51.177578, 4.418736), (51.176548, 4.418392), (51.174831, 4.416676), (51.173801, 4.416332), (51.173458, 4.415989), (51.172943, 4.415817), (51.172256, 4.415817), (51.171741, 4.415646), (51.171398, 4.415302), (51.170883, 4.415131), (51.168137, 4.415131), (51.167622, 4.414959), (51.167278, 4.414616), (51.166763, 4.414444), (51.166077, 4.414444), (51.165562, 4.414272), (51.16539, 4.413757), (51.16539, 4.412384), (51.165562, 4.411869), (51.166077, 4.411697), (51.168823, 4.411697), (51.169338, 4.411869), (51.169682, 4.412212), (51.170197, 4.412384), (51.172943, 4.412384), (51.173458, 4.412556), (51.173801, 4.412899), (51.174831, 4.413242), (51.175175, 4.413586), (51.176205, 4.413929), (51.177235, 4.414959), (51.178265, 4.415302), (51.178608, 4.415646), (51.179638, 4.415989), (51.179981, 4.416332), (51.180496, 4.416504), (51.181011, 4.416332), (51.181355, 4.415989), (51.182384, 4.415646), (51.182728, 4.415302), (51.183758, 4.414959), (51.184101, 4.414616), (51.185131, 4.414272), (51.185474, 4.413929), (51.186504, 4.413586), (51.186848, 4.413242), (51.187878, 4.412899), (51.188221, 4.412556), (51.189251, 4.412212), (51.189594, 4.411869), (51.190624, 4.411526), (51.191311, 4.410839), (51.191483, 4.410324), (51.191483, 4.409637), (51.191311, 4.409122), (51.189594, 4.407406), (51.189251, 4.406376), (51.188564, 4.405689), (51.188049, 4.405518), (51.187534, 4.405689), (51.187191, 4.406033), (51.186676, 4.406204), (51.186161, 4.406033), (51.185474, 4.405346), (51.185303, 4.404831), (51.185474, 4.404316), (51.185818, 4.403973), (51.186161, 4.402943), (51.187191, 4.402599), (51.187878, 4.401913), (51.188049, 4.401398), (51.188049, 4.397964), (51.188221, 4.397449), (51.188564, 4.397106), (51.188564, 4.396763), (51.186161, 4.39436), (51.185989, 4.393845), (51.185989, 4.391785), (51.186161, 4.39127), (51.186676, 4.391098), (51.187191, 4.39127), (51.188221, 4.3923), (51.188564, 4.3923), (51.188908, 4.391956), (51.189423, 4.391785), (51.189938, 4.391956), (51.190281, 4.392986), (51.190624, 4.39333), (51.190796, 4.393845), (51.190796, 4.394531), (51.190968, 4.395046), (51.191311, 4.39539), (51.191654, 4.39642), (51.192684, 4.396763), (51.193027, 4.397106), (51.193371, 4.397106), (51.193542, 4.396591), (51.193542, 4.395905), (51.193714, 4.39539), (51.194057, 4.395046), (51.194229, 4.394531), (51.194229, 4.393158), (51.194401, 4.392643), (51.194744, 4.3923), (51.195087, 4.39127), (51.195431, 4.390926), (51.195602, 4.390411), (51.195602, 4.389725), (51.195774, 4.38921), (51.196117, 4.388866), (51.196289, 4.388351), (51.196289, 4.386978), (51.196461, 4.386463), (51.196804, 4.38612), (51.196976, 4.385605), (51.196976, 4.382858), (51.197147, 4.382343), (51.197491, 4.382), (51.197662, 4.381485), (51.197662, 4.380112), (51.197834, 4.379597), (51.198177, 4.379253), (51.198521, 4.378223), (51.199207, 4.377537), (51.199722, 4.377365), (51.200237, 4.377451), (51.200409, 4.377708), (51.200409, 4.378138)]"
